_id,name,values
64219955dec0a02a9eaeecc1,Sn-Ad-1-G-F,"[2.108,22.597,3.349,12.912,4.853,1.599,2.352,17.048,3.108,5.579,2.205,1.509,9.263,4.937,7.534,2.559,2.9779999999999998,2.648,6.292,5.359,7.19,4.149,25.004,16.849,10.517,5.558,4.83,3.67,7.949,5.236,5.366,3.577,3.5380000000000003,3.81,5.9879999999999995,3.365,7.318,44.023,1.246,2.069,24.886,1.568,15.511,3.844,8.743,4.993,3.054,54.24,8.036,2.1189999999999998,13.59,1.911,3.078,42.779,2.792,1.563,8.529,6.955,2.05,6.644,8.908,10.665,28.374,62.582,2.842,2.871,47.47,26.122,4.212,12.39,24.713,3.775,14.563,8.383,13.473,3.432,14.208,6.19,21.014]"
