_id,name,values
64219a005f5f8985f8e40eb0,Sn-Ad-1-G-M,"[4.575,2.169,1.236,14.919,1.427,5.398,2.135,1.37,1.3820000000000001,1.78,2.799,5.989,2.753,3.148,1.865,1.275,2.553,2.701,26.049,3.932,3.7359999999999998,2.51,5.96,1.333,2.3529999999999998,11.704,1.9340000000000002,2.142,1.506,2.089,5.616,3.867,3.166,1.9729999999999999,1.494,1.685,1.7770000000000001,2.842,8.62,3.3529999999999998,4.967,4.818,7.129,14.344,25.944,3.762,2.605,2.366,4.125,5.9190000000000005,3.206,14.178,3.437,5.537,3.393,3.575,13.937,6.92,3.287,2.495,9.407,2.915,4.411,4.8309999999999995,3.593,2.7,4.058,12.8,58.736,6.378,9.841,5.157,2.146,2.776,7.379,9.221,2.467,2.56,2.231,12.137,1.667,5.321,2.537,5.588,1.454,1.6019999999999999,7.115,6.088,2.484,16.724,1.365,5.153,23.565,28.564,6.268,2.289,2.033,2.569,1.316,2.329,17.056,2.198,1.312,2.064,1.4849999999999999,61.984,8.014,5.004,3.67,1.18,1.924,22.68,23.467,24.037,4.99,2.549,6.366,3.289,11.821,5.873,7.084,4.464,3.952,7.754,3.25,9.94,7.591,8.148,7.945,1.871,4.011,23.94,9.378,7.473,3.785,5.429,5.562,5.054,4.241,4.029,2.493,5.344,4.044,18.184,6.777,7.121,6.257,3.716,4.714,5.71,7.97]"
